tahun,bulan,jenis_komoditas,nama_komoditas,nilai_ekspor
2005,"Agustus","Hasil industri","Suku cadang kendaraan",43409
2005,"Agustus","Hasil industri","Kendaraan bermotor roda 4 dan lebih",66792
2005,"Agustus","Hasil industri","Emas batangan",0
2005,"Agustus","Hasil industri","Suku cadang mesin",64612
2005,"Agustus","Hasil industri","Asam berlemak",21336
2005,"Agustus","Hasil industri","Komputer dan bagiannya",0
2005,"Agustus","Hasil industri","Sabun mandi dan cuci",22355
2005,"Agustus","Hasil industri","Minyak atsiri dan lainnya",7207
2005,"Agustus","Hasil industri","Gelas dan barang dari gelas",23981
2005,"Agustus","Hasil industri","Pupuk",17522
2005,"Agustus","Hasil industri","Perlengkapan olahraga",17565
2005,"Agustus","Hasil industri","Produk keramik",16992
2005,"Agustus","Hasil industri","Makanan ternak",2713
2005,"Agustus","Hasil industri","Margarin dan lemak lainnya",11014
2005,"Agustus","Hasil industri","Produk farmasi",5123
2005,"Agustus","Hasil industri","Barang dari logam mulia",4970
2005,"Agustus","Hasil industri","Kulit dan barang dari kulit",8225
2005,"Agustus","Hasil industri","Preparat pembasmi kuman",513
2005,"Agustus","Hasil industri","Pesawat udara dan bagiannya",1110
2005,"Agustus","Hasil industri","Bahan celup organik sintetik",4842
2005,"Agustus","Hasil industri","Semen",9812
2005,"Agustus","Hasil industri","Kendaraan bermotor roda 2 dan 3",15815
2005,"Agustus","Hasil industri","Barang anyaman",0
2005,"Agustus","Hasil industri","Rotan olahan",0
2005,"Agustus","Hasil industri","Peti kemas",0
2005,"Agustus","Hasil industri","Gliserol dan larutan alkali",0
2005,"Agustus","Hasil industri","Hasil industri lainnya",1485446
2005,"Agustus","Hasil pertambangan dan sektor lainnya","Batubara",384592
2005,"Agustus","Hasil pertambangan dan sektor lainnya","Biji tembaga",260044
2005,"Agustus","Hasil pertambangan dan sektor lainnya","Biji nikel",0
2005,"Agustus","Hasil pertambangan dan sektor lainnya","Bauksit",2059
2005,"Agustus","Hasil pertambangan dan sektor lainnya","Granit",1068
2005,"Agustus","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",43292
2005,"Agustus","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",215
2005,"Agustus","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",129417
2005,"September","Hasil pertanian","Biji coklat",48553
2005,"September","Hasil pertanian","Udang",70041
2005,"September","Hasil pertanian","Biji kopi",49732
2005,"September","Hasil pertanian","Ikan dan lain-lain",4778
2005,"September","Hasil pertanian","Rempah-rempah",14073
2005,"September","Hasil pertanian","Teh",10349
2005,"September","Hasil pertanian","Bahan nabati",752
2005,"September","Hasil pertanian","Buah-buahan",48
2005,"September","Hasil pertanian","Tembakau",25417
2005,"September","Hasil pertanian","Sayur-sayuran",1654
2005,"September","Hasil pertanian","Damar dan getah damar",1659
2005,"September","Hasil pertanian","Karet alam",228
2005,"September","Hasil pertanian","Hasil pertanian lainnya",135
2005,"September","Hasil industri","Minyak sawit",439311
2005,"September","Hasil industri","Tekstil dan produk tekstil",574342
2005,"September","Hasil industri","Peralatan listrik, alat ukur dan optik",849349
2005,"September","Hasil industri","Produk logam dasar ",473865
2005,"September","Hasil industri","Karet olahan ",37991
2005,"September","Hasil industri","Kertas dan barang dari kertas",28622
2005,"September","Hasil industri","Makanan olahan",174195
2005,"September","Hasil industri","Bahan kimia",206531
2005,"September","Hasil industri","Produk kayu olahan",267345
2005,"September","Hasil industri","Alas kaki",97904
2005,"September","Hasil industri","Damar tiruan, bahan plastik",142026
2005,"September","Hasil industri","Furnitur",139246
2005,"September","Hasil industri","Kapal laut dan sejenisnya",5456
2005,"September","Hasil industri","Bahan kertas",3946
2005,"September","Hasil industri","Suku cadang kendaraan",70598
2005,"September","Hasil industri","Kendaraan bermotor roda 4 dan lebih",99815
2005,"September","Hasil industri","Emas batangan",0
2005,"September","Hasil industri","Suku cadang mesin",64612
2005,"September","Hasil industri","Asam berlemak",25642
2005,"September","Hasil industri","Komputer dan bagiannya",0
2005,"September","Hasil industri","Sabun mandi dan cuci",30191
2005,"September","Hasil industri","Minyak atsiri dan lainnya",9545
2005,"September","Hasil industri","Gelas dan barang dari gelas",34479
2005,"September","Hasil industri","Pupuk",20226
2005,"September","Hasil industri","Perlengkapan olahraga",24916
2005,"September","Hasil industri","Produk keramik",25341
2005,"September","Hasil industri","Makanan ternak",5548
2005,"September","Hasil industri","Margarin dan lemak lainnya",6328
2005,"September","Hasil industri","Produk farmasi",6331
2005,"September","Hasil industri","Barang dari logam mulia",4970
2005,"September","Hasil industri","Kulit dan barang dari kulit",11450
2005,"September","Hasil industri","Preparat pembasmi kuman",1378
2005,"September","Hasil industri","Pesawat udara dan bagiannya",4204
2005,"September","Hasil industri","Bahan celup organik sintetik",7540
2005,"September","Hasil industri","Semen",9991
2005,"September","Hasil industri","Kendaraan bermotor roda 2 dan 3",28622
2005,"September","Hasil industri","Barang anyaman",0
2005,"September","Hasil industri","Rotan olahan",0
2005,"September","Hasil industri","Peti kemas",0
2005,"September","Hasil industri","Gliserol dan larutan alkali",0
2005,"September","Hasil industri","Hasil industri lainnya",594212
2005,"September","Hasil pertambangan dan sektor lainnya","Batubara",570590
2005,"September","Hasil pertambangan dan sektor lainnya","Biji tembaga",253251
2005,"September","Hasil pertambangan dan sektor lainnya","Biji nikel",13123
2005,"September","Hasil pertambangan dan sektor lainnya","Bauksit",2154
2005,"September","Hasil pertambangan dan sektor lainnya","Granit",106
2005,"September","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",42561
2005,"September","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",324
2005,"September","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",66682
2005,"Oktober","Hasil pertanian","Biji coklat",31026
2005,"Oktober","Hasil pertanian","Udang",77012
2005,"Oktober","Hasil pertanian","Biji kopi",45978
2005,"Oktober","Hasil pertanian","Ikan dan lain-lain",14787
2005,"Oktober","Hasil pertanian","Rempah-rempah",18238
2005,"Oktober","Hasil pertanian","Teh",10376
2005,"Oktober","Hasil pertanian","Bahan nabati",375
2005,"Oktober","Hasil pertanian","Buah-buahan",100
2005,"Oktober","Hasil pertanian","Tembakau",27561
2005,"Oktober","Hasil pertanian","Sayur-sayuran",3686
2005,"Oktober","Hasil pertanian","Damar dan getah damar",1441
2005,"Oktober","Hasil pertanian","Karet alam",323
2005,"Oktober","Hasil pertanian","Hasil pertanian lainnya",75756
2005,"Oktober","Hasil industri","Minyak sawit",226421
2005,"Oktober","Hasil industri","Tekstil dan produk tekstil",587530
2005,"Oktober","Hasil industri","Peralatan listrik, alat ukur dan optik",429105
2005,"Oktober","Hasil industri","Produk logam dasar ",496423
2005,"Oktober","Hasil industri","Karet olahan ",33825
2005,"Oktober","Hasil industri","Kertas dan barang dari kertas",17378
2005,"Oktober","Hasil industri","Makanan olahan",184519
2005,"Oktober","Hasil industri","Bahan kimia",188068
2005,"Oktober","Hasil industri","Produk kayu olahan",227304
2005,"Oktober","Hasil industri","Alas kaki",114514
2005,"Oktober","Hasil industri","Damar tiruan, bahan plastik",134163
2005,"Oktober","Hasil industri","Furnitur",162334
2005,"Oktober","Hasil industri","Kapal laut dan sejenisnya",1231
2005,"Oktober","Hasil industri","Bahan kertas",9042
2005,"Oktober","Hasil industri","Suku cadang kendaraan",70340
2005,"Oktober","Hasil industri","Kendaraan bermotor roda 4 dan lebih",94109
2005,"Oktober","Hasil industri","Emas batangan",0
2005,"Oktober","Hasil industri","Suku cadang mesin",64612
2005,"Oktober","Hasil industri","Asam berlemak",21596
2005,"Oktober","Hasil industri","Komputer dan bagiannya",0
2005,"Oktober","Hasil industri","Sabun mandi dan cuci",27054
2005,"Oktober","Hasil industri","Minyak atsiri dan lainnya",10572
2005,"Oktober","Hasil industri","Gelas dan barang dari gelas",32494
2005,"Oktober","Hasil industri","Pupuk",16614
2005,"Oktober","Hasil industri","Perlengkapan olahraga",14264
2005,"Oktober","Hasil industri","Produk keramik",22581
2005,"Oktober","Hasil industri","Makanan ternak",6226
2005,"Oktober","Hasil industri","Margarin dan lemak lainnya",14378
2005,"Oktober","Hasil industri","Produk farmasi",7995
2005,"Oktober","Hasil industri","Barang dari logam mulia",4970
2005,"Oktober","Hasil industri","Kulit dan barang dari kulit",13928
2005,"Oktober","Hasil industri","Preparat pembasmi kuman",752
2005,"Oktober","Hasil industri","Pesawat udara dan bagiannya",11831
2005,"Oktober","Hasil industri","Bahan celup organik sintetik",6489
2005,"Oktober","Hasil industri","Semen",12590
2005,"Oktober","Hasil industri","Kendaraan bermotor roda 2 dan 3",17378
2005,"Oktober","Hasil industri","Barang anyaman",0
2005,"Oktober","Hasil industri","Rotan olahan",0
2005,"Oktober","Hasil industri","Peti kemas",0
2005,"Oktober","Hasil industri","Gliserol dan larutan alkali",0
2005,"Oktober","Hasil industri","Hasil industri lainnya",1743027
2005,"Oktober","Hasil pertambangan dan sektor lainnya","Batubara",320459
2005,"Oktober","Hasil pertambangan dan sektor lainnya","Biji tembaga",381529
2005,"Oktober","Hasil pertambangan dan sektor lainnya","Biji nikel",3297
2005,"Oktober","Hasil pertambangan dan sektor lainnya","Bauksit",2405
2005,"Oktober","Hasil pertambangan dan sektor lainnya","Granit",2859
2005,"Oktober","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",42573
2005,"Oktober","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",226
2005,"Oktober","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",29230
2005,"November","Hasil pertanian","Biji coklat",48463
2005,"November","Hasil pertanian","Udang",54539
2005,"November","Hasil pertanian","Biji kopi",40357
2005,"November","Hasil pertanian","Ikan dan lain-lain",11421
2005,"November","Hasil pertanian","Rempah-rempah",13683
2005,"November","Hasil pertanian","Teh",7662
2005,"November","Hasil pertanian","Bahan nabati",424
2005,"November","Hasil pertanian","Buah-buahan",402
2005,"November","Hasil pertanian","Tembakau",19095
2005,"November","Hasil pertanian","Sayur-sayuran",2757
2005,"November","Hasil pertanian","Damar dan getah damar",1383
2005,"November","Hasil pertanian","Karet alam",361
2005,"November","Hasil pertanian","Hasil pertanian lainnya",14384
2005,"November","Hasil industri","Minyak sawit",573341
2005,"November","Hasil industri","Tekstil dan produk tekstil",361199
2005,"November","Hasil industri","Peralatan listrik, alat ukur dan optik",370519
2005,"November","Hasil industri","Produk logam dasar ",415596
2005,"November","Hasil industri","Karet olahan ",27166
2005,"November","Hasil industri","Kertas dan barang dari kertas",17254
2005,"November","Hasil industri","Makanan olahan",154411
2005,"November","Hasil industri","Bahan kimia",165725
2005,"November","Hasil industri","Produk kayu olahan",160178
2005,"November","Hasil industri","Alas kaki",99091
2005,"November","Hasil industri","Damar tiruan, bahan plastik",105677
2005,"November","Hasil industri","Furnitur",135237
2005,"November","Hasil industri","Kapal laut dan sejenisnya",300
2005,"November","Hasil industri","Bahan kertas",5807
2005,"November","Hasil industri","Suku cadang kendaraan",55980
2005,"November","Hasil industri","Kendaraan bermotor roda 4 dan lebih",78814
2005,"November","Hasil industri","Emas batangan",0
2005,"November","Hasil industri","Suku cadang mesin",64612
2005,"November","Hasil industri","Asam berlemak",36410
2005,"November","Hasil industri","Komputer dan bagiannya",0
2005,"November","Hasil industri","Sabun mandi dan cuci",18009
2005,"November","Hasil industri","Minyak atsiri dan lainnya",7614
2005,"November","Hasil industri","Gelas dan barang dari gelas",27069
2005,"November","Hasil industri","Pupuk",20554
2005,"November","Hasil industri","Perlengkapan olahraga",7497
2005,"November","Hasil industri","Produk keramik",17197
2005,"November","Hasil industri","Makanan ternak",3996
2005,"November","Hasil industri","Margarin dan lemak lainnya",13168
2005,"November","Hasil industri","Produk farmasi",9183
2005,"November","Hasil industri","Barang dari logam mulia",4970
2005,"November","Hasil industri","Kulit dan barang dari kulit",8121
2005,"November","Hasil industri","Preparat pembasmi kuman",446
2005,"November","Hasil industri","Pesawat udara dan bagiannya",6627
2005,"November","Hasil industri","Bahan celup organik sintetik",7496
2005,"November","Hasil industri","Semen",10583
2005,"November","Hasil industri","Kendaraan bermotor roda 2 dan 3",17254
2005,"November","Hasil industri","Barang anyaman",0
2005,"November","Hasil industri","Rotan olahan",0
2005,"November","Hasil industri","Peti kemas",0
2005,"November","Hasil industri","Gliserol dan larutan alkali",0
2005,"November","Hasil industri","Hasil industri lainnya",1291148
2005,"November","Hasil pertambangan dan sektor lainnya","Batubara",368619
2005,"November","Hasil pertambangan dan sektor lainnya","Biji tembaga",300722
2005,"November","Hasil pertambangan dan sektor lainnya","Biji nikel",5942
2005,"November","Hasil pertambangan dan sektor lainnya","Bauksit",2537
2005,"November","Hasil pertambangan dan sektor lainnya","Granit",52
2005,"November","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",42352
2005,"November","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",195
2005,"November","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",31811
2005,"Desember","Hasil pertanian","Biji coklat",42658
2005,"Desember","Hasil pertanian","Udang",75313
2005,"Desember","Hasil pertanian","Biji kopi",56223
2005,"Desember","Hasil pertanian","Ikan dan lain-lain",11114
2005,"Desember","Hasil pertanian","Rempah-rempah",20351
2005,"Desember","Hasil pertanian","Teh",9931
2005,"Desember","Hasil pertanian","Bahan nabati",593
2005,"Desember","Hasil pertanian","Buah-buahan",240
2005,"Desember","Hasil pertanian","Tembakau",33183
2005,"Desember","Hasil pertanian","Sayur-sayuran",2154
2005,"Desember","Hasil pertanian","Damar dan getah damar",1240
2005,"Desember","Hasil pertanian","Karet alam",634
2005,"Desember","Hasil pertanian","Hasil pertanian lainnya",1216
2005,"Desember","Hasil industri","Minyak sawit",468646
2005,"Desember","Hasil industri","Tekstil dan produk tekstil",585063
2005,"Desember","Hasil industri","Peralatan listrik, alat ukur dan optik",571278
2005,"Desember","Hasil industri","Produk logam dasar ",519930
2005,"Desember","Hasil industri","Karet olahan ",38695
2005,"Desember","Hasil industri","Kertas dan barang dari kertas",28049
2005,"Desember","Hasil industri","Makanan olahan",190972
2005,"Desember","Hasil industri","Bahan kimia",141249
2005,"Desember","Hasil industri","Produk kayu olahan",230390
2005,"Desember","Hasil industri","Alas kaki",138919
2005,"Desember","Hasil industri","Damar tiruan, bahan plastik",136216
2005,"Desember","Hasil industri","Furnitur",176943
2005,"Desember","Hasil industri","Kapal laut dan sejenisnya",10493
2005,"Desember","Hasil industri","Bahan kertas",8225
2005,"Desember","Hasil industri","Suku cadang kendaraan",70688
2005,"Desember","Hasil industri","Kendaraan bermotor roda 4 dan lebih",99778
2005,"Desember","Hasil industri","Emas batangan",0
2005,"Desember","Hasil industri","Suku cadang mesin",64612
2005,"Desember","Hasil industri","Asam berlemak",31542
2005,"Desember","Hasil industri","Komputer dan bagiannya",0
2005,"Desember","Hasil industri","Sabun mandi dan cuci",29065
2005,"Desember","Hasil industri","Minyak atsiri dan lainnya",9631
2005,"Desember","Hasil industri","Gelas dan barang dari gelas",31662
2005,"Desember","Hasil industri","Pupuk",20717
2005,"Desember","Hasil industri","Perlengkapan olahraga",15240
2005,"Desember","Hasil industri","Produk keramik",25475
2005,"Desember","Hasil industri","Makanan ternak",5061
2005,"Desember","Hasil industri","Margarin dan lemak lainnya",8387
2005,"Desember","Hasil industri","Produk farmasi",8625
2005,"Desember","Hasil industri","Barang dari logam mulia",4970
2005,"Desember","Hasil industri","Kulit dan barang dari kulit",14481
2005,"Desember","Hasil industri","Preparat pembasmi kuman",571
2005,"Desember","Hasil industri","Pesawat udara dan bagiannya",21836
2005,"Desember","Hasil industri","Bahan celup organik sintetik",8939
2005,"Desember","Hasil industri","Semen",13292
2005,"Desember","Hasil industri","Kendaraan bermotor roda 2 dan 3",28049
2005,"Desember","Hasil industri","Barang anyaman",0
2005,"Desember","Hasil industri","Rotan olahan",0
2005,"Desember","Hasil industri","Peti kemas",0
2005,"Desember","Hasil industri","Gliserol dan larutan alkali",0
2005,"Desember","Hasil industri","Hasil industri lainnya",1250836
2005,"Desember","Hasil pertambangan dan sektor lainnya","Batubara",429410
2005,"Desember","Hasil pertambangan dan sektor lainnya","Biji tembaga",380627
2005,"Desember","Hasil pertambangan dan sektor lainnya","Biji nikel",12702
2005,"Desember","Hasil pertambangan dan sektor lainnya","Bauksit",2100
2005,"Desember","Hasil pertambangan dan sektor lainnya","Granit",2419
2005,"Desember","Hasil pertambangan dan sektor lainnya","Hasil pertambangan lainnya",39279
2005,"Desember","Hasil pertambangan dan sektor lainnya","Hasil sektor lainnya ",250
2005,"Desember","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan",41450
2006,"Januari","Hasil pertanian","Biji coklat",40682
